shape,colourshape,picture,correctAns,loops.thisRepN,loops.thisTrialN,loops.thisN,loops.thisIndex,newname.thisRepN,newname.thisTrialN,newname.thisN,newname.thisIndex,rules.started,rules.stopped,begin.keys,begin.rt,begin.started,begin.stopped,shapeResp.keys,shapeResp.rt,shapeResp.started,shapeResp.stopped,cross.started,cross.stopped,image.started,image.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,cros2.started,cros2.stopped,dimResp.keys,dimResp.rt,dimResp.started,dimResp.stopped,opaque.started,opaque.stopped,ending.started,ending.stopped,participant,session,date,expName,psychopyVersion,frameRate,
square,square.png,squaredim.png,left,0,27,27,27,,,,,,,,,,,left,0.5562118999660015,99.94295640010387,None,99.45514239999466,99.86078410013579,99.94295640010387,100.04391400003806,,,,,,,,,,,,,,,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,0,28,28,16,,,,,,,,,,,right,0.46768269990570843,102.443564100191,None,101.96124229999259,102.37569510005414,102.443564100191,102.54233249998651,,,,,,,,,,,,,,,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,0,29,29,15,,,,,,,,,,,right,0.9426758999470621,104.94179930002429,None,104.4579702001065,104.8588007001672,104.94179930002429,105.04241990018636,,,,,,,,,,,,,,,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
,,,,,,,,,,,,,,,,,,,,,,,,,,106.94440879998729,None,space,13.689212800003588,106.94440879998729,None,,,,,,,,,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,square.png,circledim.png,right,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,120.67356450017542,121.08905740012415,right,1.1993975001387298,121.35602010018192,None,121.35602010018192,121.55645480006933,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,circle.png,circledim.png,right,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,123.15795940021053,123.5716618001461,right,0.5722211999818683,123.85489820013754,123.15795940021053,123.85489820013754,124.05505300010554,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,square.png,circledim.png,right,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,125.66528389998712,126.0716496000532,right,0.5566401998512447,126.35494990018196,125.66528389998712,126.35494990018196,126.55446110013872,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,square.png,squaredim.png,left,,,,,0,3,3,23,,,,,,,,,,,,,,,,,,,,,128.1755290001165,128.5875262999907,left,0.6741225000005215,128.85412580007687,128.1755290001165,128.85412580007687,129.05381599999964,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,square.png,squaredim.png,left,,,,,0,4,4,29,,,,,,,,,,,,,,,,,,,,,130.67234480008483,131.08785230014473,left,0.6591804998461157,131.35399460000917,130.67234480008483,131.35399460000917,131.55402760021389,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,,,,,0,5,5,15,,,,,,,,,,,,,,,,,,,,,133.16485900012776,133.56979860016145,left,0.5518072000704706,133.83647450013086,133.16485900012776,133.83647450013086,134.03637820016593,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,,,,,0,6,6,19,,,,,,,,,,,,,,,,,,,,,135.64072410017252,136.05322900018655,left,0.3685455000959337,136.33754060021602,135.64072410017252,136.33754060021602,136.55321849999018,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,circle.png,circledim.png,right,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,138.16309510008432,138.56892790016718,right,0.4583662000950426,138.85220510000363,138.16309510008432,138.85220510000363,139.05225430009887,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,square.png,circledim.png,right,,,,,0,8,8,12,,,,,,,,,,,,,,,,,,,,,140.66540010017343,141.06841230019927,right,0.5330198998562992,141.35267440020107,140.66540010017343,141.35267440020107,141.55236269999295,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,circle.png,circledim.png,right,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,143.1692420002073,143.56883380003273,right,0.6491241999901831,143.8518356999848,None,143.8518356999848,144.05150560010225,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,,,,,0,10,10,17,,,,,,,,,,,,,,,,,,,,,145.6553499000147,146.06807260005735,left,0.5813798001036048,146.3509393001441,145.6553499000147,146.3509393001441,146.55092710000463,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,square.png,squaredim.png,left,,,,,0,11,11,24,,,,,,,,,,,,,,,,,,,,,148.1571355999913,148.56681240000762,left,0.6470935998950154,148.85145140020177,148.1571355999913,148.85145140020177,149.05068430001847,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,150.67136849998496,151.08328000013717,left,0.9506345998961478,151.36663830000907,None,151.36663830000907,151.56672280002385,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,square.png,squaredim.png,left,,,,,0,13,13,27,,,,,,,,,,,,,,,,,,,,,153.17142360005528,153.58256640005857,left,0.5013284001033753,153.8661084000487,None,153.8661084000487,154.06568850018084,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,square.png,squaredim.png,left,,,,,0,14,14,28,,,,,,,,,,,,,,,,,,,,,155.66823479998857,156.08225270011462,left,0.5178054000716656,156.34944550017826,None,156.34944550017826,156.5487567000091,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,,,,,0,15,15,20,,,,,,,,,,,,,,,,,,,,,158.16331530013122,158.56684050010517,left,0.408026099903509,158.83418610016815,158.16331530013122,158.83418610016815,159.04893510020338,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,square.png,squaredim.png,left,,,,,0,16,16,26,,,,,,,,,,,,,,,,,,,,,160.6524023001548,161.06479850015603,left,0.4525800000410527,161.3316590001341,160.6524023001548,161.3316590001341,161.53207220020704,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,circle.png,circledim.png,right,,,,,0,17,17,1,,,,,,,,,,,,,,,,,,,,,163.1378298001364,163.54739410011098,right,0.5576487998478115,163.83142310008407,163.1378298001364,163.83142310008407,164.031334400177,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,circle.png,circledim.png,right,,,,,0,18,18,6,,,,,,,,,,,,,,,,,,,,,165.65107170003466,166.0635590001475,left,0.5210977999959141,166.3479862001259,165.65107170003466,166.3479862001259,166.54694610019214,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,circle.png,circledim.png,right,,,,,0,19,19,5,,,,,,,,,,,,,,,,,,,,,168.16041690018028,168.56331610004418,right,0.992469800170511,168.8476313999854,168.16041690018028,168.8476313999854,169.04637450003065,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,square.png,circledim.png,right,,,,,0,20,20,13,,,,,,,,,,,,,,,,,,,,,170.66932420013472,171.07943859999068,right,0.5364817001391202,171.36721870000474,None,171.36721870000474,171.58126810006797,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,,,,,0,21,21,16,,,,,,,,,,,,,,,,,,,,,173.16399100003764,173.5793072001543,left,0.47403349983505905,173.84590140008368,None,173.84590140008368,174.04640630003996,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,square.png,circledim.png,right,,,,,0,22,22,9,,,,,,,,,,,,,,,,,,,,,175.64870160003193,176.0616243002005,right,0.5549393999390304,176.3456941000186,175.64870160003193,176.3456941000186,176.54780350020155,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,square.png,circledim.png,right,,,,,0,23,23,10,,,,,,,,,,,,,,,,,,,,,178.1489472000394,178.56120260013267,left,0.43967330013401806,178.84629240003414,178.1489472000394,178.84629240003414,179.0619306000881,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,circle.png,squaredim.png,left,,,,,0,24,24,21,,,,,,,,,,,,,,,,,,,,,180.67451750021428,181.07723470008932,left,0.46696029999293387,181.3446900001727,None,181.3446900001727,181.54476870014332,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,square.png,squaredim.png,left,,,,,0,25,25,22,,,,,,,,,,,,,,,,,,,,,183.15507080010138,183.5600155000575,left,0.7341546998359263,183.84363190014847,183.15507080010138,183.84363190014847,184.04383249999955,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,circle.png,circledim.png,right,,,,,0,26,26,3,,,,,,,,,,,,,,,,,,,,,185.65514540020376,186.05943200015463,right,0.7430139998905361,186.3426512000151,185.65514540020376,186.3426512000151,186.54372690012679,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,square.png,circledim.png,right,,,,,0,27,27,14,,,,,,,,,,,,,,,,,,,,,188.14606960001402,188.55898239999078,right,1.4556569000706077,188.84304050006904,188.14606960001402,188.84304050006904,189.04295959998854,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
square,square.png,squaredim.png,left,,,,,0,28,28,25,,,,,,,,,,,,,,,,,,,,,190.6520905001089,191.058588600019,left,0.6121982999611646,191.3446874001529,190.6520905001089,191.3446874001529,191.5583278001286,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
circle,square.png,circledim.png,right,,,,,0,29,29,7,,,,,,,,,,,,,,,,,,,,,193.16024690004997,193.5747599999886,right,0.5675301000010222,193.84213550016284,193.16024690004997,193.84213550016284,194.04257849999703,,,10,001,2021_Dec_01_1445,ShapeDimExp,2021.2.3,60.247024866689465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.6438164000865,None,,,,,,,
