loops.thisRepN,loops.thisTrialN,loops.thisN,loops.thisIndex,shape,picture,rules.started,rules.stopped,begin.keys,begin.rt,begin.started,begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,22.45186600019224,None,space,6.496898700017482,22.45186600019224,None,participant3,001,2021_Dec_01_1437,ShapeDimExp,2021.2.3,60.54932778773395,
